timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2020-09-05,10452.31,10569.97,9830.0,10167.28,2344.168178,2020-09-05 23:59:59.999,23867864.51958176,34717,1274.561556,12985708.97861205,0
2020-09-06,10169.52,10350.0,9994.61,10254.99,1374.774653,2020-09-06 23:59:59.999,14009830.54851981,22152,687.743554,7007781.39605065,0
2020-09-07,10251.91,10415.16,9875.38,10372.63,2388.368662,2020-09-07 23:59:59.999,24219622.15116789,18407,1241.117824,12600660.1660855,0
2020-09-08,10375.01,10444.09,9842.1,10126.48,2345.992361,2020-09-08 23:59:59.999,23727376.11007507,17273,1219.362778,12343861.66826218,0
2020-09-09,10123.5,10346.15,9979.24,10223.77,1421.799289,2020-09-09 23:59:59.999,14487954.00304468,10893,846.844651,8630083.58430057,0
2020-09-10,10216.21,10495.0,10163.21,10344.45,1337.211112,2020-09-10 23:59:59.999,13830773.16715555,10509,688.010949,7116224.11499197,0
2020-09-11,10338.73,10409.11,10200.02,10397.18,1172.864711,2020-09-11 23:59:59.999,12081407.67752608,7797,719.355405,7404221.22661439,0
2020-09-12,10397.88,10477.46,10274.04,10445.21,757.344134,2020-09-12 23:59:59.999,7856399.06451894,6801,427.779204,4437891.56384362,0
2020-09-13,10444.0,10580.0,10209.01,10329.34,1274.889527,2020-09-13 23:59:59.999,13187363.50221052,9564,698.99387,7236870.75553468,0
2020-09-14,10331.43,10752.86,10245.71,10678.83,2054.280678,2020-09-14 23:59:59.999,21641317.54969006,15134,1077.611984,11330445.06084267,0
2020-09-15,10673.09,10931.96,10606.97,10786.07,1494.960191,2020-09-15 23:59:59.999,16131956.28412767,10614,734.239161,7917922.43615319,0
2020-09-16,10789.7,11100.0,10654.43,10952.23,1466.156942,2020-09-16 23:59:59.999,16016954.91640461,10623,779.758548,8519071.52781131,0
2020-09-17,10943.1,11050.0,10731.56,10938.92,1375.577106,2020-09-17 23:59:59.999,14953885.07611322,9304,659.020059,7169267.07306881,0
2020-09-18,10940.51,11043.36,10806.0,10932.57,1249.725103,2020-09-18 23:59:59.999,13620876.8833928,8458,553.58047,6033883.73725307,0
2020-09-19,10936.97,11179.11,10889.83,11076.61,588.034368,2020-09-19 23:59:59.999,6484822.79540616,6104,279.088195,3078896.62491456,0
2020-09-20,11081.22,11083.12,10738.89,10918.48,880.198823,2020-09-20 23:59:59.999,9583770.54993332,7297,402.626161,4381037.60635825,0
2020-09-21,10923.33,10991.01,10288.39,10415.5,1613.783164,2020-09-21 23:59:59.999,17063571.122886,12829,869.451824,9199141.27649537,0
2020-09-22,10417.56,10573.12,10354.4,10530.78,1053.065752,2020-09-22 23:59:59.999,11029782.92940914,9051,471.308367,4934184.43199112,0
2020-09-23,10531.68,10536.58,10115.91,10233.0,2717.68128,2020-09-23 23:59:59.999,28079389.1937307,13888,1357.560534,14012600.30024107,0
2020-09-24,10238.47,10798.77,10191.52,10738.15,1248.467571,2020-09-24 23:59:59.999,13110392.0490997,10112,637.768982,6701460.91959598,0
2020-09-25,10736.94,10766.76,10555.56,10690.85,1114.063521,2020-09-25 23:59:59.999,11869995.01433311,9049,516.500103,5503081.3754174,0
2020-09-26,10691.73,10831.85,10649.44,10729.14,589.824044,2020-09-26 23:59:59.999,6322152.50122209,6158,257.720111,2764426.92167822,0
2020-09-27,10727.59,10800.06,10591.0,10778.72,679.708474,2020-09-27 23:59:59.999,7284286.18607719,6080,398.323422,4268895.25827838,0
2020-09-28,10776.92,10950.4,10617.1,10692.36,1049.413344,2020-09-28 23:59:59.999,11394937.58307325,8445,587.316355,6380231.20576138,0
2020-09-29,10688.82,10862.97,10628.8,10839.26,894.985688,2020-09-29 23:59:59.999,9601706.00859616,7157,504.765205,5414723.2052688,0
2020-09-30,10840.82,10847.57,10658.56,10777.46,868.448671,2020-09-30 23:59:59.999,9323504.00797163,9346,465.031434,4990350.496053,0
2020-10-01,10780.07,10936.49,10405.0,10615.5,1912.899979,2020-10-01 23:59:59.999,20377991.27342302,13976,1089.644041,11591659.63108215,0
2020-10-02,10611.22,10663.23,10367.95,10574.78,1847.860803,2020-10-02 23:59:59.999,19429430.36218441,12257,628.141309,6603508.21930659,0
2020-10-03,10573.61,10606.17,10500.0,10550.14,573.2123,2020-10-03 23:59:59.999,6047194.82724401,6194,243.194295,2565426.14408437,0
2020-10-04,10545.11,10697.31,10506.14,10674.48,614.551414,2020-10-04 23:59:59.999,6518975.37617155,4896,318.706023,3381509.76466593,0
2020-10-05,10667.77,10800.17,10617.91,10792.4,851.122406,2020-10-05 23:59:59.999,9114854.07705883,6988,558.243318,5978165.81908831,0
2020-10-06,10800.63,10801.88,10522.26,10599.19,1358.524537,2020-10-06 23:59:59.999,14456107.11102903,9997,881.182894,9366151.91248836,0
2020-10-07,10599.59,10679.68,10545.0,10669.32,965.650535,2020-10-07 23:59:59.999,10252777.89746746,9670,431.694658,4582532.01846425,0
2020-10-08,10668.85,10965.0,10533.1,10926.95,1716.12982,2020-10-08 23:59:59.999,18492721.86969007,13150,843.025079,9064585.97471467,0
2020-10-09,10930.67,11112.95,10826.18,11055.52,1852.830949,2020-10-09 23:59:59.999,20424910.05560548,14894,893.985824,9858659.69300593,0
2020-10-10,11059.59,11492.79,11056.66,11303.45,1280.492933,2020-10-10 23:59:59.999,14500537.39943409,11693,649.680014,7361070.77066028,0
2020-10-11,11300.32,11444.72,11260.0,11371.57,819.721421,2020-10-11 23:59:59.999,9310554.87505455,8213,410.890162,4666787.29002594,0
2020-10-12,11370.57,11730.49,11182.0,11542.2,1383.916329,2020-10-12 23:59:59.999,15881481.07226467,12834,682.02671,7824966.97921096,0
2020-10-13,11535.99,11561.54,11310.27,11424.23,1016.634388,2020-10-13 23:59:59.999,11618342.53563986,12354,469.792,5368286.1500858,0
2020-10-14,11425.2,11556.87,11290.53,11420.11,896.904601,2020-10-14 23:59:59.999,10222607.34485615,10603,385.407325,4394311.86635223,0
2020-10-15,11424.59,11623.0,11260.28,11511.37,1177.340056,2020-10-15 23:59:59.999,13434909.05472778,11252,648.200183,7392391.68257976,0
2020-10-16,11511.36,11547.32,11190.0,11327.55,1202.690586,2020-10-16 23:59:59.999,13630199.70897479,11147,531.579055,6021561.33172916,0
2020-10-17,11329.21,11417.06,11263.0,11366.33,626.082568,2020-10-17 23:59:59.999,7105889.60177406,6112,258.385744,2933328.9498408,0
2020-10-18,11365.42,11519.34,11353.36,11510.61,375.722861,2020-10-18 23:59:59.999,4299441.51316558,4946,144.229183,1650950.48797533,0
2020-10-19,11514.4,11833.0,11409.78,11754.84,1508.37379,2020-10-19 23:59:59.999,17554888.10874347,11996,652.393137,7581490.46607329,0
2020-10-20,11757.96,12046.0,11680.05,11921.81,1963.240168,2020-10-20 23:59:59.999,23341701.29556385,19381,753.082631,8949394.7526987,0
2020-10-21,11921.81,13245.46,11900.29,12801.56,3580.933915,2020-10-21 23:59:59.999,45105848.76580082,32186,1739.290535,21926511.20845577,0
2020-10-22,12799.37,13200.0,12695.11,12990.1,1948.67431,2020-10-22 23:59:59.999,25238178.89647894,18512,815.203694,10526581.69514838,0
2020-10-23,12981.32,13036.53,12734.31,12939.75,1350.429569,2020-10-23 23:59:59.999,17443543.64436839,13402,587.098529,7590394.06281719,0
2020-10-24,12940.6,13180.0,12889.12,13123.74,993.922849,2020-10-24 23:59:59.999,12962803.75707519,12429,450.547511,5876763.50020477,0
2020-10-25,13119.41,13364.46,12857.71,13043.18,1022.837706,2020-10-25 23:59:59.999,13352802.61239878,11062,487.838236,6370646.23376251,0
2020-10-26,13043.18,13247.0,12766.46,13070.49,1391.820691,2020-10-26 23:59:59.999,18150551.3739714,13062,593.989281,7746326.63978364,0
2020-10-27,13065.1,13791.6,13052.47,13643.3,2110.301615,2020-10-27 23:59:59.999,28316262.47068171,18404,1023.715765,13688146.13117179,0
2020-10-28,13651.33,13860.0,12888.88,13264.85,2752.279578,2020-10-28 23:59:59.999,36706474.43610157,20436,1313.367879,17577804.5296016,0
2020-10-29,13271.77,13648.22,12972.96,13461.81,2005.227098,2020-10-29 23:59:59.999,26769085.53146659,17942,832.467537,11095670.65213763,0
2020-10-30,13464.42,13676.11,13122.02,13566.03,1586.484651,2020-10-30 23:59:59.999,21269401.89425415,15983,699.948804,9386000.86556376,0
2020-10-31,13568.26,14099.0,13427.77,13808.83,1272.640494,2020-10-31 23:59:59.999,17542646.32886601,12112,613.612944,8456678.97307991,0
2020-11-01,13796.37,13902.99,13629.97,13760.58,879.214203,2020-11-01 23:59:59.999,12098160.32250561,9441,296.126164,4071923.42024681,0
2020-11-02,13771.58,13840.05,13211.39,13566.71,1271.4237,2020-11-02 23:59:59.999,17227918.78660324,13556,490.937798,6654764.59449194,0
2020-11-03,13574.34,14100.0,13293.1,14022.84,1438.203219,2020-11-03 23:59:59.999,19665948.93169364,14018,629.209539,8601641.67239284,0
2020-11-04,14031.94,14269.92,13540.0,14156.17,2164.78655,2020-11-04 23:59:59.999,30174809.10225469,19008,983.553435,13721665.36418631,0
