day,cumulative_returns_mean,cumulative_returns_std,cumulative_returns_min,cumulative_returns_max,cumulative_returns_median,date
0,-0.002183775070988525,0.006890369743623452,-0.010331525045749523,0.010162253893074347,-0.003537580397216522,2024-01-01
1,-0.008660491661409564,0.0076760722653415195,-0.022254685693406828,-0.00028518446732828107,-0.008706656452229455,2024-01-02
2,-0.0014486612062945658,0.012109785527839846,-0.01907454817232701,0.01599859018729788,-0.0037069816429697866,2024-01-03
3,-0.0035754640371058245,0.016868831514021052,-0.020683256782170423,0.02284579715503421,-0.007693065643145758,2024-01-04
4,-0.0025539696177488747,0.019798350265814526,-0.021568301284840663,0.03312532064186002,-0.013755957947727215,2024-01-05
5,-0.0011965422226640544,0.014650598815051749,-0.012657676115394922,0.02651327992636321,-0.010039708093344979,2024-01-08
6,0.004908031007851243,0.01746905797395376,-0.012177496698958512,0.029315839053261517,-0.006225520136754703,2024-01-09
7,0.006086689666104128,0.023964851169349127,-0.023658216925682596,0.04662227259167362,0.001942121069981484,2024-01-10
8,0.002100754061301169,0.016373993100706506,-0.02046633818286203,0.030648191303767724,-0.0006541102071123683,2024-01-11
9,-0.0003625518534396743,0.014380866515734524,-0.02337277008777583,0.022087162986102804,-0.00028563751926924397,2024-01-12
10,0.009553341572524143,0.013026733764451973,-0.013761702723533054,0.02482991535146728,0.014957031861616121,2024-01-15
11,0.004794450373854109,0.014325726883342028,-0.017726060664250864,0.025618885788727175,0.006925260743201989,2024-01-16
12,0.002723612372869222,0.017274973033913826,-0.01987237738703207,0.02413441990688492,-0.0027242098121891267,2024-01-17
13,0.0004009752145804679,0.017298006186927003,-0.018984742237478813,0.020958544619247732,-0.005962617067004072,2024-01-18
14,0.0029356048113161393,0.012452765863346977,-0.013334146477347097,0.018895592366427127,-0.002760932238640934,2024-01-19
15,0.007508816221218018,0.014655385050295948,-0.004886428973763124,0.034914530736294136,0.0002506049079917805,2024-01-22
16,0.0001480923224639774,0.02079573893811211,-0.023021856819086528,0.03016558132442393,-0.004569474036373755,2024-01-23
17,0.001766875547134772,0.025854911539851616,-0.025223244207691287,0.04303947691109511,-0.008994642690325794,2024-01-24
18,2.8434320193548856e-05,0.030747522952369113,-0.048105716477540916,0.034634281523662436,-0.007005023139317279,2024-01-25
