day,cumulative_returns_mean,cumulative_returns_std,cumulative_returns_min,cumulative_returns_max,cumulative_returns_median,date
0,0.00972083163950659,0.004274330353960416,0.004109328808967083,0.01680745449921428,0.010029464459385906,2024-01-01
1,0.007775476143468208,0.012348713619178647,-0.009393010793966594,0.028691903841389532,0.00458947167336321,2024-01-02
2,0.008223724365622664,0.0182937025160028,-0.014220755344890978,0.04038285879710135,0.00495608522568336,2024-01-03
3,0.0115225023778458,0.015295291866824955,-0.00733807844128509,0.036624408175491174,0.014460042937751272,2024-01-04
4,0.007351263554614751,0.022743762264152444,-0.026573438859392007,0.0405184645553196,0.00036148904261756876,2024-01-05
5,0.004992269011023476,0.022031966853308608,-0.02095478092037606,0.04174658093569361,-0.004344601143284943,2024-01-08
6,0.0063230378335543454,0.026277200059734954,-0.025567681719607882,0.046971833262417384,0.014492230253802862,2024-01-09
7,0.002159897791362586,0.023498207037970533,-0.028767795580594835,0.03487999339833103,0.007837666481512073,2024-01-10
8,-0.0002501172927337203,0.03694266168115375,-0.05191185728623693,0.0470796411804304,0.012727255082192634,2024-01-11
9,-0.008903670900324822,0.035670140823752555,-0.07571112075058728,0.02216971783720534,0.0033636991092207413,2024-01-12
10,-0.01296836945518134,0.047769550954802766,-0.08555132199716742,0.05007913424618948,-0.008156994500453818,2024-01-15
11,-0.01893230058232267,0.04665250502765666,-0.08648477577451663,0.0381929814847366,0.0007260286052725995,2024-01-16
12,-0.01876940248867629,0.04493099625994618,-0.08422695756630527,0.037141915084744515,-0.003946851337706447,2024-01-17
13,-0.017342045000254224,0.05436189424262304,-0.08628910202205409,0.05530421469805735,-0.03066843397069463,2024-01-18
14,-0.01841684340308918,0.055622581020256204,-0.08628896786467344,0.05552347588950357,-0.03812826203434205,2024-01-19
15,-0.02323895683378463,0.05772305713003747,-0.09168974038685729,0.051271152953164645,-0.04578770575476854,2024-01-22
16,-0.02947114221789864,0.04780320315865482,-0.10297935764138344,0.02552454429302098,-0.037068411044644534,2024-01-23
17,-0.013472464631654902,0.05322182143775455,-0.08300306859839679,0.06921414037194462,-0.023230287933718063,2024-01-24
18,-0.017017361980571088,0.06237905837926716,-0.09197033044897551,0.07887872461127254,-0.029701103075163382,2024-01-25
19,-0.02647567492502547,0.05977773549593146,-0.0921272111094078,0.05687792688665283,-0.047541442984909255,2024-01-26
20,-0.03833906213279512,0.057368470348507505,-0.09698919764904146,0.043754930468912656,-0.07496506927882507,2024-01-29
21,-0.039563179184149956,0.05602370217550857,-0.10166731293093278,0.03708066665386811,-0.06386753541059498,2024-01-30
22,-0.04477662941072853,0.053501580813557804,-0.10192500155154283,0.029822480665256945,-0.07774702480494444,2024-01-31
23,-0.048162332347199265,0.053206573833102205,-0.10572654524136949,0.03799795246147353,-0.07999910101278918,2024-02-01
24,-0.046862912310785855,0.05372780086841992,-0.10063547608285828,0.03731638900543044,-0.06740742225837626,2024-02-02
25,-0.04819404939308507,0.05903441981348243,-0.1204056135571816,0.03377141488508273,-0.07064245743141617,2024-02-05
26,-0.04696813326052289,0.06454780703866113,-0.12364648611647266,0.041792508653418325,-0.07350221297986692,2024-02-06
27,-0.04277011382743323,0.05819637837478424,-0.12398781318883112,0.042626322274561534,-0.052671076971062325,2024-02-07
28,-0.0460574002748545,0.05142852719078033,-0.12587048627309994,0.02722643545558867,-0.04106384488589521,2024-02-08
29,-0.04148525086363186,0.05869226683193098,-0.13371883151899222,0.03961712951664609,-0.021579089604514268,2024-02-09
30,-0.046472598066207224,0.05486236776859442,-0.13155857102248403,0.03952746917099437,-0.03934604682119047,2024-02-12
31,-0.03608629821710676,0.06339165613354988,-0.11970744689431356,0.07199233420891793,-0.04879165427222809,2024-02-13
32,-0.028484702379619375,0.07167974781681086,-0.12066905258015681,0.0994393404385907,-0.034788073870139824,2024-02-14
33,-0.03495764843400288,0.06252961743704138,-0.12243716481246947,0.07281289504565813,-0.045547680947311764,2024-02-15
34,-0.04166512921536336,0.05452681355509283,-0.12080337434391974,0.050570701532255624,-0.04376807418311812,2024-02-16
35,-0.03951861862210402,0.05661583651399631,-0.1205064944585017,0.055428187981933164,-0.04923670428152427,2024-02-19
36,-0.04389824145355501,0.0576008845165451,-0.1308026258002577,0.0469159559405965,-0.054242188564627036,2024-02-20
37,-0.038197057960662195,0.06094466241196639,-0.13350034903720165,0.05576270947053619,-0.043093894020476364,2024-02-21
38,-0.037441623536472665,0.0647336125524927,-0.1419896087460949,0.060380666314561626,-0.03554857893442687,2024-02-22
39,-0.03500014494748675,0.06349740234129841,-0.14526806140916293,0.04833979487886264,-0.029041182161705592,2024-02-23
40,-0.0276812018767717,0.06267509580030843,-0.1415861722071855,0.034952635033772106,0.0002305137876956742,2024-02-26
41,-0.027907545865034723,0.06821715143279206,-0.14038655947518197,0.06568018985897517,-0.018460275128033055,2024-02-27
42,-0.03188208905915357,0.07780404687768995,-0.1437251833299239,0.07853783886095433,-0.02077167417478576,2024-02-28
43,-0.03727829165342815,0.06495867988445891,-0.13089908009635998,0.05669719893989922,-0.01644729171498638,2024-02-29
44,-0.030156743721890346,0.06180846677915347,-0.12974966651161368,0.05607064116621285,-0.013205986548163962,2024-03-01
45,-0.02955850880689357,0.06952712169922212,-0.14885831631337543,0.05089463248305881,-0.001853329860344255,2024-03-04
46,-0.02431105003660048,0.07244116863799527,-0.1491606341857803,0.05184145843716759,0.01491560171519457,2024-03-05
47,-0.029428789500113406,0.06835526040436604,-0.1375480048078307,0.054111491349152496,0.0020843096269780315,2024-03-06
48,-0.03265453441848887,0.060934467539041,-0.128235665160793,0.027676913098418465,0.00022936704391174345,2024-03-07
49,-0.03202056491516425,0.05783051188591525,-0.11936972053232431,0.02783285333210639,-0.011182304490649608,2024-03-08
50,-0.033186692179361724,0.061570307472329215,-0.12228766527359747,0.04119077054659326,-0.001469791698441858,2024-03-11
51,-0.034508537568893646,0.05888522437763565,-0.12243655222774363,0.032806864613240005,-0.0023881368066515085,2024-03-12
52,-0.03083903162049937,0.055868373561380094,-0.12212949508570492,0.029827262014679112,-2.6120690061581797e-05,2024-03-13
53,-0.020654444130217286,0.05737505266712291,-0.12068556650675022,0.024575858718727916,0.01830964227467402,2024-03-14
54,-0.00978073225614311,0.05815088718126491,-0.10546326089532276,0.049774058405853694,0.027003013128874986,2024-03-15
55,-0.001601151228661002,0.05757994410918561,-0.10246086736789883,0.054935270782001444,0.01679430905971402,2024-03-18
56,0.00047458250240210996,0.06462640195337077,-0.1065895831146253,0.06592387546596346,0.025668000856704953,2024-03-19
57,-0.007652073956816374,0.06084110972205074,-0.10319082121512324,0.06865106603422944,0.013337582844504814,2024-03-20
58,0.0013974980450669693,0.07176574955528772,-0.1042288991016953,0.08292582419694505,0.018113391562135206,2024-03-21
59,0.003781939078751506,0.06504012496454423,-0.09403007385449536,0.08085323798430544,0.014846213611756642,2024-03-22
60,0.011073828578905176,0.07387878331136204,-0.11141105519282202,0.08813316992538955,0.027775269991223928,2024-03-25
61,0.008566068486076283,0.07424898712210469,-0.11046144277858228,0.08291678524939283,0.03140663190498194,2024-03-26
62,0.005475698661167194,0.07514845936837176,-0.11699653266920873,0.0813455317677747,0.0315005510097397,2024-03-27
63,0.006247882017303396,0.08473276896134696,-0.12669878185869954,0.09516074106154115,0.026510421072072576,2024-03-28
64,0.004568746537403423,0.08429853738718478,-0.13410169604957034,0.08702008019278873,0.028105152231155728,2024-03-29
65,0.01014872379446714,0.0900446168243549,-0.13803283744520578,0.10352351645172231,0.03676303335114284,2024-04-01
66,0.009605960763655896,0.09315710051493822,-0.1334879015953968,0.11050970624103917,0.035158741339336386,2024-04-02
67,0.016151112253945988,0.09415314362591706,-0.1332112495341492,0.11967204601067927,0.05542394128524708,2024-04-03
68,0.009366632010323816,0.08874934283370461,-0.13703888565693,0.10169867829975132,0.04415689835545655,2024-04-04
69,0.018697674973951715,0.09583016471841209,-0.13335135301232104,0.12168534648124907,0.059672320730979056,2024-04-05
70,0.02299076079048401,0.10948765007334368,-0.13882664740247252,0.16028566172261582,0.04298404882803886,2024-04-08
71,0.02265582826451169,0.11283439326180822,-0.14148125274623125,0.16049860624697487,0.05558440992271274,2024-04-09
72,0.025236980629598983,0.1225439501759281,-0.15118391420223942,0.1583253755561067,0.08253559498943153,2024-04-10
73,0.03032404469357044,0.12149065722485201,-0.1535585070785932,0.16235001430952622,0.09640141438033045,2024-04-11
74,0.025451099410483867,0.11865898951726053,-0.15767088803964513,0.16805087739531643,0.08465481632151062,2024-04-12
75,0.02674083010702648,0.11924036804011762,-0.1539280313656517,0.1724938380822414,0.07859053246422132,2024-04-15
76,0.03556701964315019,0.1197108546233975,-0.14437249502095928,0.17758742227583668,0.08464872359526177,2024-04-16
77,0.03427152709883363,0.11507151025391121,-0.1406251726181298,0.1601881807296015,0.10073026956753095,2024-04-17
78,0.04306226269717335,0.11955216920486597,-0.13161093992100725,0.18594413117304498,0.1084363423160295,2024-04-18
79,0.05445434282894905,0.12566507517029177,-0.1287590968475948,0.1969371630165584,0.12143950206124488,2024-04-19
80,0.05200929416795881,0.13181007436866132,-0.14095691663714327,0.18453615810421886,0.13219299214662317,2024-04-22
81,0.05005588148072486,0.1309186983852067,-0.14149566438812133,0.19780653723056774,0.1304386865586451,2024-04-23
82,0.05451484376787039,0.1308302284276167,-0.13476810922418803,0.19165984566028826,0.14142866761801498,2024-04-24
83,0.04705973907981782,0.12929314406394488,-0.13873525771112516,0.19263440675719545,0.12212583215873662,2024-04-25
84,0.0603444516833739,0.13278933550574118,-0.12843275654259634,0.20235824654587797,0.14423275504315014,2024-04-26
85,0.046912501946907416,0.13826434092944323,-0.14210531002267424,0.19029262966344862,0.13965204346899984,2024-04-29
86,0.051675893343600274,0.14366441056029475,-0.1399497081130774,0.20224811502031392,0.14030494252436232,2024-04-30
87,0.048747971727133875,0.14626304237239435,-0.1263412905888841,0.22182208795339453,0.12000074509177971,2024-05-01
88,0.04047006582934791,0.1469583503839177,-0.1405100505356739,0.22715193336144845,0.11491785717114023,2024-05-02
89,0.040384658725016995,0.14868422367884768,-0.13539065360621982,0.23329854148868767,0.10498776822224642,2024-05-03
90,0.03655500395115572,0.1466194645532034,-0.14043946241458172,0.2237055811323021,0.0903738923677555,2024-05-06
91,0.03221161531355945,0.14811531006931583,-0.14143268271318565,0.23359624736458784,0.08863469079296382,2024-05-07
92,0.038962780277526685,0.1445361866926361,-0.14130284179734842,0.22412651294600439,0.1098929219449718,2024-05-08
93,0.03868315614739306,0.14374624379616163,-0.1547375687960496,0.21963559350255535,0.10861699844230133,2024-05-09
94,0.04152545234541212,0.15059821483037775,-0.15867688109707,0.24702095120025036,0.10784001688630784,2024-05-10
95,0.04068382409907358,0.15225325873841927,-0.16187180942624468,0.2585280709010003,0.09038096387887151,2024-05-13
96,0.049232491019516655,0.15360052960582768,-0.15129439234711672,0.26309586947366315,0.11191698450341803,2024-05-14
97,0.047872424857452314,0.1568870481007352,-0.16452978082392955,0.2761592904329071,0.10344774141082103,2024-05-15
98,0.051513608516306306,0.152245325196141,-0.1584138353865543,0.2741513529767081,0.09079453641209478,2024-05-16
99,0.0693920712362267,0.169848917161473,-0.1645803859276017,0.3160351362050977,0.12965060966351238,2024-05-17
100,0.07842684182592503,0.16781647066136202,-0.15579504003431421,0.3181940369285159,0.1282275138381952,2024-05-20
101,0.07660994510852567,0.16707445430307727,-0.1487856982153154,0.3303824596960723,0.11129626591958819,2024-05-21
102,0.07172369010691253,0.16214319637126892,-0.15639238242687825,0.3020380735289523,0.1251418566561764,2024-05-22
103,0.07399400860691588,0.16545912607646818,-0.14280013210325027,0.33400097491433045,0.10903391241068383,2024-05-23
104,0.07682619070691672,0.1647461574422364,-0.1427985096610631,0.3268546503682481,0.12277677341942961,2024-05-24
105,0.07445878905014706,0.1649067135059237,-0.1415788018956805,0.3255413323447862,0.10314471369064537,2024-05-27
106,0.0778460459910445,0.15946726262659708,-0.11881803813923086,0.3377281196099631,0.08163170337939007,2024-05-28
107,0.0725408119874437,0.15240100156556244,-0.11070607525932785,0.3200167009556225,0.07436622223040557,2024-05-29
108,0.06219033086983394,0.14981540772704705,-0.10780561319846271,0.31169624229711546,0.05354899732855389,2024-05-30
109,0.0665850430007832,0.14805363448830164,-0.09095538798262204,0.30956268138112253,0.06861607367034228,2024-05-31
110,0.06479230101948277,0.15449178445524195,-0.09088709254174299,0.3281779110694012,0.05036188735101854,2024-06-03
111,0.05495733889317722,0.1592326255940174,-0.1196095589005074,0.32471284223787,0.04563621582389965,2024-06-04
112,0.04184917534764006,0.15387467804304011,-0.12898983429299526,0.2995163046291598,0.03269087088780154,2024-06-05
113,0.03976988976654683,0.15487885523533107,-0.12208409461003511,0.3024005525798612,0.021934785304158266,2024-06-06
114,0.0379861566611545,0.1513672516374758,-0.11682892718893001,0.2986766720110279,0.008124243967982281,2024-06-07
115,0.035034460565029124,0.15104981071410237,-0.1175579980981365,0.30117322161294946,-0.00229009838040084,2024-06-10
116,0.046540032423903074,0.15820149914335133,-0.10708115311250821,0.33167252632684985,-0.007397116307952589,2024-06-11
117,0.054928878307165065,0.17272782208874507,-0.08677119468091221,0.3752048048049623,-0.020861647288219265,2024-06-12
118,0.051186918570977055,0.16862675821352743,-0.09593075736770473,0.3688664130470709,-0.02147773799909336,2024-06-13
119,0.04929279493895926,0.1782117123009207,-0.10614974888084516,0.383913126567335,-0.01818308717266326,2024-06-14
120,0.05088343685471406,0.17476266037076704,-0.10717927438732211,0.37643375828682646,-0.010976398448092506,2024-06-17
121,0.04452044287409469,0.16325859626425213,-0.10221837502862519,0.34814241527004675,-0.022756802444563906,2024-06-18
122,0.04587609448811667,0.17302972233432676,-0.10543189161076383,0.372970602960369,-0.030665143492811908,2024-06-19
123,0.041372519078682425,0.16009361152065119,-0.11381557564628986,0.3417796589519715,-0.04051008638015252,2024-06-20
124,0.039440066756168665,0.15997713958609155,-0.10646467338121346,0.3392341229171454,-0.04397318411872131,2024-06-21
125,0.03197385304096776,0.15758313942785138,-0.1065567222858187,0.33045318714164473,-0.05323312371930389,2024-06-24
126,0.033615420226535894,0.14897268029527103,-0.10518218834165138,0.3128084934021753,-0.04595759406017752,2024-06-25
127,0.030415360863651708,0.15919264177227213,-0.10892950600458118,0.33068876932028224,-0.05464263892804777,2024-06-26
128,0.03003240018213944,0.15491820497310202,-0.12584760999837186,0.31921981342340766,-0.03926626259167787,2024-06-27
129,0.03309138612820859,0.1570012605466838,-0.12341045536992434,0.3321310516779066,-0.032239227096149015,2024-06-28
130,0.033256740277781936,0.15643440508313242,-0.11987894245913555,0.3281703857318745,-0.026624999723127152,2024-07-01
131,0.035698452865599875,0.16969571775000472,-0.1184613510623127,0.35516252118273983,-0.035839092671327455,2024-07-02
132,0.04082508650493286,0.17323430435812753,-0.11323276294673212,0.36705898774490997,-0.030477586892320496,2024-07-03
133,0.047907603601825735,0.17773036998565586,-0.11386799344547727,0.3855075166456645,-0.030160657065877672,2024-07-04
134,0.058058938531239265,0.19021572991799157,-0.11435466800255478,0.4184902694787884,-0.011171153796213251,2024-07-05
135,0.06825975092646837,0.21113160909197862,-0.10080763925336766,0.4780217183484121,-0.022030703775555605,2024-07-08
136,0.06010199549173756,0.21415343965965933,-0.11200919357754424,0.47206939548610416,-0.03867282521623616,2024-07-09
137,0.05918901140020274,0.2104305777048675,-0.11246840872375341,0.46608678725155195,-0.031249441089824193,2024-07-10
138,0.0745842592025749,0.2049175194612191,-0.09702754926879353,0.47514488045263903,-0.006119682978680152,2024-07-11
139,0.08062506504087667,0.2159688026770296,-0.09971351838476283,0.5052635336367195,-0.0076959939011845835,2024-07-12
140,0.08202924769207272,0.21922560713484573,-0.10710588306049207,0.5113494356193249,0.005113132095012851,2024-07-15
141,0.08409422394106429,0.22920879492511467,-0.11966505595389543,0.5314236955760259,-0.003482096332276141,2024-07-16
142,0.0822122407371946,0.23436834211808566,-0.12254787312561988,0.5396896251561778,-0.012727866714897784,2024-07-17
143,0.08969026380131537,0.24904779021969553,-0.11319684057590906,0.5789969731403681,-0.019079714079240917,2024-07-18
144,0.08433941983583411,0.23864738787364068,-0.11942370715680983,0.5515585730136439,-0.011577098650590312,2024-07-19
145,0.08048693012542678,0.25096278795360105,-0.13154801207525857,0.5733782391298543,-0.01958999103706438,2024-07-22
146,0.0939638895121208,0.2616138013562864,-0.13259651824971874,0.6066518333408899,-0.010813905205470542,2024-07-23
147,0.09347867966029508,0.26434367554684046,-0.12817400016096425,0.6136146139011143,-0.004320189341270542,2024-07-24
148,0.09469245420829622,0.2691796188020295,-0.12641538329395874,0.6248573875546517,-0.011139971740452781,2024-07-25
